========== REACTION WHEEL SPEEDS AND CONTROL SIGNALS ==========
X [rad/s]	Y [rad/s]	Z [rad/s]	X [%]	Y [%]	Z [%]	X [Brake]	Y [Brake]	Z [Brake]
10.059288,	-23.494904,	52.034247,	4.238051,	-5.163023,	9.213472,	0,	0,	0,
10.392436,	-21.873696,	54.447694,	4.403417,	-6.122048,	8.961523,	0,	0,	0,
11.236145,	-24.690446,	54.869070,	4.375709,	-5.518466,	9.209171,	0,	0,	0,
11.620400,	-23.967361,	56.087286,	4.456362,	-5.576328,	9.591519,	0,	0,	0,
12.161486,	-23.771945,	58.299803,	4.504077,	-5.447240,	9.556288,	0,	0,	0,
12.664937,	-23.151101,	59.454364,	4.520313,	-5.943604,	9.737548,	0,	0,	0,
13.022844,	-24.736497,	60.840437,	4.294497,	-5.770758,	9.846236,	0,	0,	0,
12.345678,	-24.984492,	62.076952,	4.473595,	-5.181067,	10.066114,	0,	0,	0,
12.652928,	-22.814929,	63.662484,	4.519720,	-6.054903,	9.980745,	0,	0,	0,
13.013499,	-24.976899,	64.253895,	4.633491,	-4.999360,	10.272419,	0,	0,	0,
13.670729,	-22.097308,	65.744262,	4.498403,	-5.968428,	9.920159,	0,	0,	0,
13.524563,	-24.218164,	65.232548,	4.471024,	-5.810587,	10.248414,	0,	0,	0,
13.331695,	-24.837937,	66.221903,	4.574156,	-5.985262,	10.087022,	0,	0,	0,
13.623778,	-25.885670,	66.166566,	4.437212,	-6.134008,	10.047966,	0,	0,	0,
13.256959,	-27.081706,	65.980940,	4.634275,	-5.326422,	10.579387,	0,	0,	0,
13.816071,	-24.610896,	67.958244,	4.522484,	-6.160294,	9.895791,	0,	0,	0,
13.704006,	-26.439984,	66.430603,	4.573657,	-6.036844,	10.409291,	0,	0,	0,
13.839371,	-27.024251,	67.553389,	4.689502,	-6.450655,	10.104118,	0,	0,	0,
14.373150,	-28.989817,	67.011696,	4.658897,	-5.478088,	10.014738,	0,	0,	0,
14.564934,	-26.321138,	66.344360,	4.681286,	-6.132076,	10.370271,	0,	0,	0,
14.764871,	-27.328581,	67.349843,	4.442611,	-6.155120,	10.172184,	0,	0,	0,
13.944926,	-28.007705,	67.159908,	4.562671,	-6.500296,	9.862317,	0,	0,	0,
13.937032,	-29.759318,	65.832729,	4.819929,	-5.717372,	10.339531,	0,	0,	0,
14.942129,	-27.709945,	66.930231,	4.870867,	-6.031313,	9.863873,	0,	0,	0,
15.729363,	-27.744620,	65.704626,	4.667136,	-6.139296,	9.916120,	0,	0,	0,
15.389747,	-28.188700,	65.193532,	4.546235,	-6.297089,	10.282453,	0,	0,	0,
14.716773,	-29.067513,	66.332702,	4.753221,	-6.144086,	9.585475,	0,	0,	0,
15.135934,	-28.980511,	64.262791,	4.962656,	-6.240001,	9.965353,	0,	0,	0,
16.202874,	-29.306126,	64.544259,	4.674184,	-6.568205,	9.499381,	0,	0,	0,
15.694097,	-30.784562,	62.879840,	4.653269,	-6.053941,	9.710765,	0,	0,	0,
15.314712,	-29.630023,	62.736927,	4.952936,	-5.974518,	9.426500,	0,	0,	0,
16.269187,	-28.643666,	61.537710,	4.945385,	-5.430958,	9.570215,	0,	0,	0,
16.797278,	-25.933890,	61.401037,	4.797361,	-6.461855,	9.503242,	0,	0,	0,
16.524881,	-28.396647,	61.058314,	4.765760,	-6.880831,	9.051284,	0,	0,	0,
16.241680,	-31.480146,	59.084160,	5.036494,	-6.041662,	9.241375,	0,	0,	0,
17.138799,	-29.988283,	58.676689,	4.748393,	-6.097277,	9.295644,	0,	0,	0,
16.532249,	-29.334822,	58.651591,	4.863349,	-6.505871,	8.503395,	0,	0,	0,
16.629014,	-30.556673,	55.527433,	4.928290,	-6.347814,	9.210857,	0,	0,	0,
16.940442,	-30.650281,	56.478606,	5.068918,	-5.196487,	8.965429,	0,	0,	0,
17.674369,	-26.186144,	56.071126,	5.134954,	-6.210632,	8.604466,	0,	0,	0,
18.362409,	-27.558024,	54.416283,	5.014022,	-6.117216,	8.412631,	0,	0,	0,
18.289808,	-27.993007,	52.696373,	4.994851,	-6.366611,	8.508945,	0,	0,	0,
18.172140,	-29.226028,	52.069397,	4.928493,	-6.213234,	8.721473,	0,	0,	0,
17.842933,	-29.344534,	52.537186,	5.028605,	-5.987489,	8.263488,	0,	0,	0,
18.043496,	-28.527756,	51.012988,	5.041200,	-6.251380,	8.632051,	0,	0,	0,
18.210126,	-29.086230,	51.568925,	4.920446,	-6.493948,	7.946531,	0,	0,	0,
17.833549,	-30.364615,	49.203181,	5.324589,	-5.568876,	8.035438,	0,	0,	0,
19.199721,	-27.480807,	48.169753,	4.930046,	-6.606606,	7.998534,	0,	0,	0,
18.449477,	-29.868688,	47.421046,	5.021994,	-5.774436,	8.036438,	0,	0,	0,
18.371971,	-27.997822,	47.132323,	5.095387,	-6.480541,	7.607983,	0,	0,	0,
18.614742,	-29.676007,	45.281974,	5.113790,	-6.080019,	8.192492,	0,	0,	0,
18.828830,	-29.084617,	46.494891,	4.880647,	-6.835040,	7.455442,	0,	0,	0,
18.038869,	-31.702423,	44.310795,	4.982927,	-6.012987,	7.778916,	0,	0,	0,
17.978709,	-30.005619,	44.304161,	5.035213,	-6.137776,	7.786432,	0,	0,	0,
18.148772,	-29.503907,	44.329784,	5.365623,	-6.043663,	7.911076,	0,	0,	0,
19.544968,	-28.841357,	44.833970,	5.055238,	-6.143821,	7.573498,	0,	0,	0,
19.142582,	-28.847318,	43.803626,	5.199371,	-6.167327,	7.581940,	0,	0,	0,
19.473162,	-28.943063,	43.234698,	4.848792,	-6.215867,	7.503666,	0,	0,	0,
18.290343,	-29.189522,	42.595038,	5.102616,	-5.876129,	7.395650,	0,	0,	0,
18.595418,	-28.000101,	41.797315,	5.000111,	-6.668308,	7.339279,	0,	0,	0,
18.371360,	-30.414304,	41.109930,	5.076900,	-6.110907,	7.435396,	0,	0,	0,
18.541825,	-29.637257,	41.085519,	5.244985,	-5.864014,	7.577054,	0,	0,	0,
19.301149,	-28.214174,	41.627247,	5.266090,	-6.272861,	7.629189,	0,	0,	0,
19.827681,	-28.987307,	42.148420,	5.378148,	-6.462781,	7.326229,	0,	0,	0,
20.575167,	-30.184486,	41.263871,	4.988164,	-6.825491,	7.356376,	0,	0,	0,
19.481301,	-32.307633,	40.865325,	5.337054,	-5.698321,	7.775389,	0,	0,	0,
20.211477,	-29.124231,	42.277023,	5.264294,	-6.155680,	7.037837,	0,	0,	0,
20.352566,	-29.059157,	40.207110,	5.274597,	-6.497207,	7.721441,	0,	0,	0,
20.475445,	-30.361590,	41.680670,	5.296720,	-6.059411,	7.629725,	0,	0,	0,
20.634078,	-29.404336,	42.181742,	5.405289,	-6.139684,	7.043663,	0,	0,	0,
21.152893,	-29.160049,	40.174299,	5.131441,	-6.416710,	7.405791,	0,	0,	0,
20.381230,	-30.104601,	40.422603,	5.225506,	-5.821029,	7.252272,	0,	0,	0,
20.299520,	-28.318548,	39.965150,	5.179413,	-6.139977,	7.535937,	0,	0,	0,
20.070863,	-28.526740,	40.811202,	5.360585,	-6.280874,	7.272413,	0,	0,	0,
20.648331,	-29.201397,	40.271273,	5.197858,	-6.032128,	7.347434,	0,	0,	0,
20.347080,	-28.619318,	40.250224,	5.137123,	-6.632043,	7.302401,	0,	0,	0,
19.932670,	-30.633794,	40.061173,	4.976469,	-6.427584,	7.138159,	0,	0,	0,
19.059965,	-31.008434,	39.306075,	5.507485,	-5.959867,	7.369921,	0,	0,	0,
20.634200,	-29.391611,	39.774487,	5.381311,	-6.032447,	7.231813,	0,	0,	0,
21.058856,	-28.731718,	39.506136,	5.397001,	-6.014288,	7.196380,	0,	0,	0,
21.368575,	-28.274852,	39.210259,	5.523713,	-5.914916,	7.371543,	0,	0,	0,
22.046885,	-27.617864,	39.724867,	5.409087,	-5.991418,	7.340257,	0,	0,	0,
21.993349,	-27.534229,	39.902772,	5.362963,	-5.805924,	7.529713,	0,	0,	0,
21.781032,	-26.757314,	40.750324,	5.474137,	-6.158175,	7.345125,	0,	0,	0,
22.093317,	-27.685889,	40.521086,	5.255344,	-6.259879,	7.356100,	0,	0,	0,
21.417054,	-28.627658,	40.430209,	5.378519,	-5.927310,	7.500553,	0,	0,	0,
21.505340,	-27.872666,	40.944071,	5.065460,	-6.636358,	7.147160,	0,	0,	0,
20.328206,	-30.214439,	39.857305,	5.208421,	-6.236920,	7.410302,	0,	0,	0,
20.201479,	-30.015059,	40.255080,	5.494939,	-5.963714,	7.089053,	0,	0,	0,
21.251981,	-28.826247,	39.226645,	5.281454,	-6.206462,	7.112350,	0,	0,	0,
21.027913,	-29.084349,	38.717134,	5.312538,	-6.382550,	7.489118,	0,	0,	0,
21.018987,	-29.926292,	39.898187,	5.398825,	-5.747056,	7.409313,	0,	0,	0,
21.352437,	-27.924020,	40.275088,	5.612756,	-5.870139,	7.393230,	0,	0,	0,
22.386938,	-27.237117,	40.432199,	5.596862,	-5.688680,	7.453476,	0,	0,	0,
22.929048,	-26.123531,	40.760463,	5.394556,	-6.474662,	7.294548,	0,	0,	0,
22.451788,	-28.557725,	40.328499,	5.234016,	-6.198792,	7.406320,	0,	0,	0,
21.542810,	-28.897340,	40.514782,	5.442061,	-6.075988,	7.289892,	0,	0,	0,
21.828220,	-28.613794,	40.166668,	5.296861,	-6.345498,	7.293137,	0,	0,	0,
21.425101,	-29.505906,	39.975989,	5.435437,	-6.415381,	7.099450,	0,	0,	0,
21.733442,	-30.301482,	39.104368,	5.355762,	-6.213792,	7.260978,	0,	0,	0,
21.600900,	-29.975145,	39.229035,	5.531590,	-5.659124,	7.486028,	0,	0,	0,
22.213558,	-27.607442,	40.185178,	5.505689,	-5.843491,	7.365816,	0,	0,	0,
22.469893,	-26.947540,	40.272064,	5.605703,	-6.014277,	7.119626,	0,	0,	0,
23.012222,	-27.232259,	39.356564,	5.654914,	-5.758705,	7.663657,	0,	0,	0,
23.522268,	-26.395533,	40.956872,	5.565886,	-5.723915,	7.294363,	0,	0,	0,
23.470879,	-25.770063,	40.442542,	5.428080,	-6.324455,	7.590714,	0,	0,	0,
22.899975,	-27.761638,	41.305150,	5.350946,	-6.404409,	6.999723,	0,	0,	0,
22.263639,	-29.239186,	39.489623,	5.570567,	-5.742163,	7.496421,	0,	0,	0,
22.753796,	-27.503319,	40.378239,	5.461554,	-6.183688,	7.148251,	0,	0,	0,
22.612345,	-28.221935,	39.530956,	5.440546,	-6.523728,	7.500350,	0,	0,	0,
22.447237,	-29.976468,	40.417814,	5.471353,	-6.538435,	7.507091,	0,	0,	0,
22.471671,	-31.059418,	40.962489,	5.407518,	-6.226281,	7.727561,	0,	0,	0,
22.235407,	-30.467048,	42.146079,	5.376434,	-6.383093,	7.337357,	0,	0,	0,
21.975346,	-30.736379,	41.306180,	5.449050,	-6.012238,	7.862429,	0,	0,	0,
22.108398,	-29.438190,	42.876253,	5.687235,	-5.826905,	7.251486,	0,	0,	0,
23.120992,	-27.952205,	41.395809,	5.653010,	-5.915728,	7.471661,	0,	0,	0,
23.578355,	-27.432520,	41.394903,	5.516419,	-5.878881,	7.317363,	0,	0,	0,
23.309499,	-26.984233,	40.788769,	5.665696,	-5.922356,	7.558296,	0,	0,	0,
23.738295,	-26.892917,	41.380222,	5.632529,	-5.471920,	7.147460,	0,	0,	0,
23.858678,	-25.071644,	40.113338,	5.560276,	-6.691384,	7.296084,	0,	0,	0,
23.645435,	-28.793688,	39.956396,	5.414310,	-6.043102,	7.132620,	0,	0,	0,
22.947927,	-28.424153,	39.223109,	5.501649,	-6.536206,	7.384572,	0,	0,	0,
22.883150,	-30.143602,	39.783512,	5.504980,	-6.225620,	7.102668,	0,	0,	0,
22.858373,	-29.929315,	39.004531,	5.517124,	-6.013726,	7.083281,	0,	0,	0,
22.891558,	-28.972438,	38.473255,	5.795847,	-5.471625,	7.675739,	0,	0,	0,
24.004909,	-26.285618,	40.488150,	5.661973,	-5.907586,	7.317629,	0,	0,	0,
24.130030,	-26.426724,	40.259970,	5.525180,	-5.873286,	7.406935,	0,	0,	0,
23.666246,	-26.374553,	40.477155,	5.552950,	-6.032320,	7.169128,	0,	0,	0,
23.504238,	-26.968258,	39.670696,	5.809388,	-5.444104,	7.559119,	0,	0,	0,
24.416063,	-25.006496,	40.730130,	5.642200,	-5.668455,	7.438853,	0,	0,	0,
24.292675,	-24.740732,	40.877159,	5.839806,	-6.650924,	7.336199,	0,	0,	0,
24.996158,	-28.441522,	40.560167,	5.493809,	-6.228012,	7.354255,	0,	0,	0,
24.049223,	-28.944125,	40.445806,	5.565537,	-6.140951,	7.251316,	0,	0,	0,
23.777426,	-28.896106,	39.974956,	5.707697,	-5.937641,	7.284322,	0,	0,	0,
24.176570,	-28.070077,	39.829370,	5.782434,	-6.226656,	7.463293,	0,	0,	0,
24.703137,	-28.721757,	40.446739,	5.608046,	-5.347840,	7.337901,	0,	0,	0,
24.326371,	-25.653294,	40.315338,	5.711512,	-5.710031,	7.117383,	0,	0,	0,
24.512306,	-25.281855,	39.373047,	5.507621,	-6.703256,	6.911845,	0,	0,	0,
23.820703,	-28.963116,	38.015721,	5.570971,	-6.417369,	7.448800,	0,	0,	0,
23.665222,	-29.992113,	39.330087,	5.625247,	-6.020143,	6.914908,	0,	0,	0,
23.787397,	-29.034319,	38.002643,	5.606852,	-6.240413,	7.132150,	0,	0,	0,
23.786589,	-29.339187,	38.079627,	5.637630,	-6.263118,	6.978838,	0,	0,	0,
23.906917,	-29.606446,	37.522878,	5.846879,	-5.308910,	7.234293,	0,	0,	0,
24.798510,	-26.017449,	38.200185,	5.774229,	-5.979102,	7.046798,	0,	0,	0,
25.034351,	-26.550719,	37.860058,	5.703148,	-5.791503,	6.851576,	0,	0,	0,
24.893175,	-26.126018,	36.895088,	5.857029,	-5.583214,	7.038400,	0,	0,	0,
25.414649,	-25.060340,	37.064488,	5.756005,	-5.982069,	6.747361,	0,	0,	0,
25.322853,	-26.003094,	36.021177,	5.629810,	-5.684333,	6.984529,	0,	0,	0,
24.773910,	-25.385393,	36.342399,	5.579869,	-6.096153,	7.032321,	0,	0,	0,
24.257133,	-26.640800,	36.717678,	5.673790,	-6.123563,	6.786557,	0,	0,	0,
24.323792,	-27.481957,	35.972366,	5.701674,	-6.532517,	6.816440,	0,	0,	0,
24.472189,	-29.578570,	35.654145,	5.726407,	-5.593377,	7.022353,	0,	0,	0,
24.655973,	-27.117660,	36.276385,	5.660698,	-6.213366,	6.572094,	0,	0,	0,
24.505464,	-28.113065,	34.872760,	5.864891,	-5.334601,	7.005612,	0,	0,	0,
25.218952,	-25.245655,	35.754091,	5.699806,	-5.663221,	6.963840,	0,	0,	0,
24.987924,	-24.859938,	36.105128,	5.834126,	-6.000263,	6.394573,	0,	0,	0,
25.380118,	-25.957403,	34.075938,	5.658420,	-6.071440,	6.738976,	0,	0,	0,
24.919664,	-26.878049,	34.241964,	5.530064,	-6.452912,	6.791534,	0,	0,	0,
24.146821,	-28.913249,	34.545267,	5.678763,	-6.094157,	6.965186,	0,	0,	0,
24.278856,	-28.694401,	35.404058,	5.764715,	-5.572792,	6.767374,	0,	0,	0,
24.693360,	-26.520221,	35.129487,	5.803153,	-5.965980,	6.776309,	0,	0,	0,
25.086431,	-26.793001,	35.004115,	5.900426,	-6.320518,	6.939260,	0,	0,	0,
25.697901,	-28.343921,	35.570422,	5.968033,	-5.571923,	6.874655,	0,	0,	0,
26.320553,	-26.312014,	35.647766,	5.621389,	-6.078225,	6.690010,	0,	0,	0,
25.323848,	-27.111890,	34.968245,	5.695840,	-6.202870,	7.078801,	0,	0,	0,
25.033652,	-28.068501,	36.097146,	5.940052,	-5.678734,	6.907092,	0,	0,	0,
25.822587,	-26.570300,	36.082858,	5.806984,	-6.138357,	6.718660,	0,	0,	0,
25.761310,	-27.498824,	35.334934,	5.619293,	-6.073488,	6.875710,	0,	0,	0,
24.988837,	-27.786787,	35.514303,	5.663173,	-5.830953,	6.378571,	0,	0,	0,
24.709680,	-27.003129,	33.667896,	5.651662,	-6.481434,	7.095097,	0,	0,	0,
24.501383,	-29.098281,	35.401272,	5.963764,	-5.819002,	6.511409,	0,	0,	0,
25.604633,	-27.722566,	34.123222,	5.831334,	-6.096667,	6.831080,	0,	0,	0,
25.729523,	-28.008502,	34.631096,	5.958444,	-5.675424,	7.034103,	0,	0,	0,
26.301394,	-26.522249,	35.724704,	5.683775,	-6.291983,	6.432319,	0,	0,	0,
25.557509,	-28.073714,	34.001793,	5.627391,	-6.472506,	6.781330,	0,	0,	0,
24.901533,	-29.688814,	34.364876,	5.772785,	-5.676385,	6.776945,	0,	0,	0,
25.088883,	-27.507878,	34.559825,	6.013385,	-5.737185,	6.812613,	0,	0,	0,
26.142687,	-26.472121,	34.813731,	5.687901,	-6.297928,	6.578637,	0,	0,	0,
25.480964,	-28.067755,	34.043768,	5.809791,	-5.714666,	6.955987,	0,	0,	0,
25.572705,	-26.710892,	35.074913,	5.728666,	-5.986056,	7.087466,	0,	0,	0,
25.307907,	-26.983213,	36.193485,	5.781318,	-6.102222,	6.583467,	0,	0,	0,
25.359829,	-27.598279,	34.868956,	5.884982,	-5.471733,	6.854850,	0,	0,	0,
25.797039,	-25.483077,	35.160143,	5.777822,	-5.898150,	6.558800,	0,	0,	0,
25.631922,	-25.920742,	34.168328,	5.916223,	-5.903380,	6.644969,	0,	0,	0,
26.078650,	-26.197009,	33.926983,	5.851931,	-5.909091,	6.583446,	0,	0,	0,
26.087346,	-26.380857,	33.544487,	5.727736,	-6.198095,	6.729603,	0,	0,	0,
25.604978,	-27.622592,	33.894634,	6.016130,	-5.753758,	6.793442,	0,	0,	0,
26.455032,	-26.604204,	34.349797,	5.850632,	-6.221966,	6.481313,	0,	0,	0,
26.302179,	-27.846792,	33.390689,	5.890920,	-5.721568,	6.574954,	0,	0,	0,
26.370991,	-26.608865,	33.197786,	5.818185,	-5.801053,	6.666209,	0,	0,	0,
26.125723,	-26.197476,	33.443231,	5.850888,	-5.454072,	6.787762,	0,	0,	0,
26.110761,	-24.595229,	34.063736,	6.003625,	-6.049049,	6.316245,	0,	0,	0,
26.701493,	-25.994206,	32.575661,	5.655807,	-6.368025,	6.391482,	0,	0,	0,
25.681530,	-28.063617,	32.001430,	6.000766,	-5.546124,	6.624850,	0,	0,	0,
26.439459,	-26.046967,	32.581834,	5.782770,	-6.331836,	6.577791,	0,	0,	0,
26.026730,	-27.952409,	32.736280,	6.056736,	-5.390587,	6.881629,	0,	0,	0,
26.860847,	-25.371516,	34.019061,	5.987896,	-5.590170,	6.493363,	0,	0,	0,
27.078057,	-24.646765,	33.244726,	5.822243,	-5.605412,	6.566493,	0,	0,	0,
26.554809,	-24.283094,	33.079284,	5.731659,	-6.307958,	6.326021,	0,	0,	0,
25.893528,	-26.828007,	32.038787,	5.629529,	-6.131592,	6.446296,	0,	0,	0,
25.106271,	-27.622860,	31.902857,	5.741456,	-5.891746,	6.544286,	0,	0,	0,
25.085552,	-27.145947,	32.208030,	5.887467,	-5.869239,	6.435274,	0,	0,	0,
25.646526,	-26.778933,	31.958492,	5.914079,	-5.730159,	6.553526,	0,	0,	0,
26.078768,	-26.018602,	32.276807,	5.832322,	-5.699188,	6.563574,	0,	0,	0,
26.010453,	-25.452758,	32.502244,	5.908896,	-5.335882,	7.250916,	0,	0,	0,
26.271080,	-23.696183,	35.331716,	5.870931,	-5.813041,	6.351276,	0,	0,	0,
26.274364,	-24.542561,	33.454074,	5.646647,	-5.843668,	6.514761,	0,	0,	0,
25.395991,	-25.157330,	32.998574,	5.875215,	-5.853479,	6.759318,	0,	0,	0,
25.779836,	-25.555067,	33.692269,	5.854960,	-5.909965,	6.083320,	0,	0,	0,
25.924632,	-26.009179,	31.444397,	6.080030,	-5.029033,	6.843191,	0,	0,	0,
26.892616,	-22.816967,	33.113309,	6.113622,	-5.620223,	6.162529,	0,	0,	0,
27.590083,	-23.272015,	31.416979,	5.963350,	-5.474240,	6.368484,	0,	0,	0,
27.407833,	-22.964949,	31.234111,	5.863534,	-5.623860,	6.609636,	0,	0,	0,
26.909572,	-23.372761,	32.073755,	5.520383,	-6.611435,	6.384272,	0,	0,	0,
25.271592,	-27.487185,	31.679852,	5.723619,	-6.023616,	6.373469,	0,	0,	0,
25.112149,	-27.584245,	31.407283,	5.806716,	-5.497302,	6.533492,	0,	0,	0,
25.345129,	-25.575230,	31.876084,	6.052355,	-5.795629,	6.212915,	0,	0,	0,
26.445371,	-25.572203,	30.891790,	6.034869,	-5.239680,	6.940171,	0,	0,	0,
27.019645,	-23.388394,	33.171041,	6.149275,	-5.622200,	6.194856,	0,	0,	0,
27.804243,	-23.613680,	31.577594,	5.966574,	-5.191143,	6.747874,	0,	0,	0,
27.545625,	-22.053467,	32.817030,	5.892808,	-5.682737,	6.483724,	0,	0,	0,
27.104984,	-23.071242,	32.504511,	5.784925,	-5.881289,	6.560404,	0,	0,	0,
26.424074,	-24.445256,	32.622856,	5.857240,	-6.020843,	6.939015,	0,	0,	0,
26.310028,	-25.795865,	34.178019,	5.755143,	-5.414007,	6.548722,	0,	0,	0,
25.842665,	-24.203301,	33.554889,	6.000356,	-5.879344,	6.496449,	0,	0,	0,
26.532005,	-25.099117,	32.985611,	5.736999,	-5.834016,	6.465159,	0,	0,	0,
25.901161,	-25.444663,	32.530153,	5.949055,	-6.207320,	6.624261,	0,	0,	0,
26.364836,	-27.111754,	32.888474,	6.040004,	-5.601450,	6.653982,	0,	0,	0,
26.992742,	-25.707911,	33.214502,	5.974261,	-5.778680,	6.363483,	0,	0,	0,
27.101611,	-25.583210,	32.264833,	5.902339,	-5.717833,	6.418058,	0,	0,	0,
26.882941,	-25.271525,	31.924114,	5.996999,	-5.546409,	6.207728,	0,	0,	0,
27.126697,	-24.416577,	30.899499,	5.799235,	-5.811575,	6.703570,	0,	0,	0,
26.492929,	-24.957754,	32.246912,	5.853095,	-5.487518,	6.441964,	0,	0,	0,
26.333992,	-24.002090,	32.007470,	5.884227,	-5.833136,	6.101135,	0,	0,	0,
26.363311,	-24.800182,	30.529839,	5.930139,	-5.795161,	6.708864,	0,	0,	0,
26.560642,	-25.117482,	32.051686,	5.917922,	-5.596107,	6.533806,	0,	0,	0,
26.628000,	-24.521627,	32.253862,	5.993312,	-5.680911,	6.268595,	0,	0,	0,
26.963254,	-24.506296,	31.331077,	6.021473,	-5.643012,	6.599499,	0,	0,	0,
27.269685,	-24.348586,	32.090626,	5.773947,	-5.773653,	6.319956,	0,	0,	0,
26.477226,	-24.769185,	31.437278,	5.979014,	-5.939093,	6.441113,	0,	0,	0,
26.819037,	-25.664289,	31.531037,	5.888531,	-5.677919,	6.762612,	0,	0,	0,
26.663628,	-25.162245,	32.847670,	5.961178,	-5.568594,	6.833152,	0,	0,	0,
26.857952,	-24.439798,	33.893883,	5.729888,	-6.173713,	6.314579,	0,	0,	0,
26.063714,	-26.392675,	32.469875,	5.925249,	-5.780715,	6.602688,	0,	0,	0,
26.366385,	-25.991328,	32.768579,	6.227244,	-5.289000,	6.595890,	0,	0,	0,
27.728545,	-23.826877,	32.916437,	6.098865,	-5.300705,	6.255387,	0,	0,	0,
28.020622,	-22.608064,	31.666398,	6.093729,	-5.661067,	6.352507,	0,	0,	0,
28.171131,	-23.310254,	31.317147,	5.998004,	-5.701226,	6.178839,	0,	0,	0,
27.883371,	-23.878189,	30.431440,	5.765204,	-6.183802,	6.180557,	0,	0,	0,
26.801507,	-26.104109,	29.920638,	6.117262,	-5.351844,	6.440036,	0,	0,	0,
27.551133,	-24.139435,	30.640588,	5.877276,	-5.838047,	6.151765,	0,	0,	0,
27.047241,	-24.899710,	29.929844,	5.899998,	-5.381118,	6.390182,	0,	0,	0,
26.841981,	-23.550565,	30.450297,	5.961397,	-5.597782,	6.250045,	0,	0,	0,
26.963027,	-23.612602,	30.204390,	5.962356,	-5.919725,	5.870771,	0,	0,	0,
27.037521,	-24.912444,	28.572091,	6.079390,	-5.341066,	6.276310,	0,	0,	0,
27.540396,	-23.400806,	29.209986,	6.082002,	-5.439224,	6.564671,	0,	0,	0,
27.844494,	-22.902771,	30.714510,	5.873773,	-5.963391,	6.032094,	0,	0,	0,
27.204910,	-24.669053,	29.503346,	6.007990,	-5.120859,	6.495227,	0,	0,	0,
27.357972,	-22.394296,	30.613370,	5.887993,	-5.817562,	5.901982,	0,	0,	0,
26.976434,	-23.799570,	28.933568,	5.892597,	-5.402211,	6.610219,	0,	0,	0,
26.771559,	-22.990507,	30.731764,	5.895130,	-5.489499,	6.283256,	0,	0,	0,
26.661786,	-22.860344,	30.499208,	5.945373,	-5.428908,	6.268127,	0,	0,	0,
26.794840,	-22.546471,	30.303942,	6.020977,	-5.306175,	6.583676,	0,	0,	0,
27.169325,	-21.881352,	31.428338,	6.033450,	-5.591402,	6.184621,	0,	0,	0,
27.437106,	-22.612189,	30.519109,	5.816216,	-5.609313,	5.957890,	0,	0,	0,
26.740957,	-23.109536,	29.097920,	5.842096,	-5.889664,	6.478339,	0,	0,	0,
26.435754,	-24.500500,	30.310184,	5.957591,	-5.993923,	5.943243,	0,	0,	0,
26.710717,	-25.722488,	28.918351,	5.840902,	-6.057003,	6.260786,	0,	0,	0,
26.413395,	-26.684119,	29.351383,	6.009737,	-5.283753,	6.633231,	0,	0,	0,
26.902323,	-24.211105,	31.066226,	6.110640,	-5.797441,	6.154834,	0,	0,	0,
27.584049,	-24.782216,	30.190603,	5.966309,	-5.312537,	6.327355,	0,	0,	0,
27.415918,	-23.212736,	30.356076,	6.049932,	-5.717351,	6.217606,	0,	0,	0,
27.645889,	-23.884495,	30.022013,	5.843265,	-5.550414,	6.163190,	0,	0,	0,
26.969121,	-23.621812,	29.613236,	5.961204,	-5.501796,	6.422325,	0,	0,	0,
27.036562,	-23.277498,	30.391449,	5.953202,	-5.595840,	6.299723,	0,	0,	0,
27.044562,	-23.445416,	30.364985,	6.011488,	-5.916947,	5.916568,	0,	0,	0,
27.278005,	-24.803850,	28.845679,	6.218769,	-5.263958,	6.267170,	0,	0,	0,
28.227968,	-23.034709,	29.333977,	5.963429,	-5.637354,	6.105982,	0,	0,	0,
27.780878,	-23.466489,	28.986659,	6.089843,	-5.783601,	6.202148,	0,	0,	0,
28.015792,	-24.292793,	29.161153,	6.206699,	-5.496514,	6.285977,	0,	0,	0,
28.611705,	-23.648842,	29.592135,	6.026972,	-5.783141,	6.294370,	0,	0,	0,
28.254508,	-24.397541,	29.876909,	5.946508,	-6.199321,	5.935416,	0,	0,	0,
27.729975,	-26.468494,	28.634458,	5.979047,	-5.479770,	6.434937,	0,	0,	0,
27.551183,	-24.854452,	29.869021,	5.995027,	-5.912378,	6.062134,	0,	0,	0,
27.509431,	-25.609258,	29.127202,	5.990304,	-5.418387,	6.144036,	0,	0,	0,
27.466498,	-24.111455,	29.015190,	6.084444,	-5.209706,	6.504113,	0,	0,	0,
27.810897,	-22.417189,	30.363004,	6.118742,	-5.461750,	5.972877,	0,	0,	0,
28.146759,	-22.416425,	29.065526,	5.934195,	-5.414829,	6.088456,	0,	0,	0,
27.618683,	-22.231819,	28.761007,	5.910151,	-5.563686,	6.303363,	0,	0,	0,
27.215742,	-22.708196,	29.426555,	5.892012,	-5.196464,	6.006090,	0,	0,	0,
26.909097,	-21.545250,	28.648690,	6.039494,	-5.173638,	6.654307,	0,	0,	0,
27.308768,	-20.776116,	30.738343,	5.859442,	-5.552024,	6.367894,	0,	0,	0,
26.835624,	-21.811810,	30.835250,	6.132828,	-5.859554,	5.787942,	0,	0,	0,
27.632161,	-23.624020,	28.615625,	6.202013,	-5.068757,	6.559735,	0,	0,	0,
28.369148,	-21.579156,	30.347835,	5.923182,	-5.586939,	6.008149,	0,	0,	0,
